"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX4108263","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324026","","195.78","1","2119087","419521230","455108","WGS","GENOMIC","RANDOM"
"SRX4108262","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324025","","149.44","1","1492282","294286096","455108","WGS","GENOMIC","RANDOM"
"SRX4108261","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324024","","100.9","1","1233700","245272714","455108","WGS","GENOMIC","RANDOM"
"SRX4108259","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324023","","76.37","1","915971","179765418","455108","WGS","GENOMIC","RANDOM"
"SRX4108258","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324022","","72.33","1","728236","143614490","455108","WGS","GENOMIC","RANDOM"
"SRX4108256","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324019","","164.69","1","1950309","384037075","455108","WGS","GENOMIC","RANDOM"
"SRX4108255","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324018","","147.3","1","1630062","316413430","455108","WGS","GENOMIC","RANDOM"
"SRX4108254","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324017","","150.02","1","1800753","351196067","455108","WGS","GENOMIC","RANDOM"
"SRX4108253","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324016","","155.24","1","1919677","381909438","455108","WGS","GENOMIC","RANDOM"
"SRX4108252","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324015","","76.75","1","774041","152352669","455108","WGS","GENOMIC","RANDOM"
"SRX4108251","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324014","","147.13","1","1762266","341696719","455108","WGS","GENOMIC","RANDOM"
"SRX4108250","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324013","","110.17","1","1287853","255481152","455108","WGS","GENOMIC","RANDOM"
"SRX4108249","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324012","","168.77","1","1869361","370990190","455108","WGS","GENOMIC","RANDOM"
"SRX4108248","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324011","","178.29","1","1915209","383292412","455108","WGS","GENOMIC","RANDOM"
"SRX4108247","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324010","","136.24","1","1543947","304741450","455108","WGS","GENOMIC","RANDOM"
"SRX4108246","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324009","","172.5","1","1885446","369723935","455108","WGS","GENOMIC","RANDOM"
"SRX4108245","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324008","","186.32","1","2037128","407868092","455108","WGS","GENOMIC","RANDOM"
"SRX4108244","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324007","","176.24","1","1961443","391226800","455108","WGS","GENOMIC","RANDOM"
"SRX4108243","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324006","","147.22","1","1763375","342890653","455108","WGS","GENOMIC","RANDOM"
"SRX4108242","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324005","","112.62","1","1139806","226473441","455108","WGS","GENOMIC","RANDOM"
"SRX4108239","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3324001","","95.87","1","1214147","243472115","455108","WGS","GENOMIC","RANDOM"
"SRX4108234","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3323996","","112.97","1","1310185","262729819","455108","WGS","GENOMIC","RANDOM"
"SRX4108233","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3323997","","151.5","1","1813714","351505594","455108","WGS","GENOMIC","RANDOM"
"SRX4108230","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3323993","","100.48","1","1137895","227531160","455108","WGS","GENOMIC","RANDOM"
"SRX4108229","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3323992","","137.91","1","1418717","283658892","455108","WGS","GENOMIC","RANDOM"
"SRX4108227","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3323989","","70.17","1","813615","162252479","455108","WGS","GENOMIC","RANDOM"
"SRX4108178","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3323941","","66.73","1","852479","168150985","455108","WGS","GENOMIC","RANDOM"
"SRX4108174","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3323937","","42.7","1","465526","93365630","455108","WGS","GENOMIC","RANDOM"
"SRX4108172","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3323977","","84.35","1","1119969","224564681","455108","WGS","GENOMIC","RANDOM"
"SRX4108171","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3323934","","77.53","1","1009727","199141660","455108","WGS","GENOMIC","RANDOM"
"SRX4108169","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3323932","","79.54","1","1031942","203423308","455108","WGS","GENOMIC","RANDOM"
"SRX4108139","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3323903","","41.85","1","450008","90373448","455108","WGS","GENOMIC","RANDOM"
"SRX4104719","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320608","","333.99","1","4216356","845186614","455108","WGS","GENOMIC","RANDOM"
"SRX4104681","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320571","","510.95","1","5748040","1142110461","455108","WGS","GENOMIC","RANDOM"
"SRX4104673","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320562","","482","1","5746434","1142982783","455108","WGS","GENOMIC","RANDOM"
"SRX4104663","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320553","","327.86","1","3528399","707888920","455108","WGS","GENOMIC","RANDOM"
"SRX4104652","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320542","","247.49","1","2843118","561371731","455108","WGS","GENOMIC","RANDOM"
"SRX4104646","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320536","","210.45","1","2336223","440294472","455108","WGS","GENOMIC","RANDOM"
"SRX4104645","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320535","","239.28","1","2743362","512849745","455108","WGS","GENOMIC","RANDOM"
"SRX4104644","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320534","","235.85","1","2700916","503889148","455108","WGS","GENOMIC","RANDOM"
"SRX4104641","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320530","","234.91","1","2634867","513256784","455108","WGS","GENOMIC","RANDOM"
"SRX4104633","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320523","","221.73","1","2497307","486423581","455108","WGS","GENOMIC","RANDOM"
"SRX4104630","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320519","","231.6","1","2447644","489080882","455108","WGS","GENOMIC","RANDOM"
"SRX4104626","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320516","","181.3","1","2041658","409514573","455108","WGS","GENOMIC","RANDOM"
"SRX4104624","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320514","","261.44","1","2882179","566660104","455108","WGS","GENOMIC","RANDOM"
"SRX4104623","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320513","","166.56","1","1851676","368022880","455108","WGS","GENOMIC","RANDOM"
"SRX4104620","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320510","","193.98","1","2036905","406704749","455108","WGS","GENOMIC","RANDOM"
"SRX4104619","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320509","","197.98","1","2264244","444167405","455108","WGS","GENOMIC","RANDOM"
"SRX4104618","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320508","","207.52","1","2269460","447484337","455108","WGS","GENOMIC","RANDOM"
"SRX4104617","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320506","","198.81","1","2164408","420414949","455108","WGS","GENOMIC","RANDOM"
"SRX4104616","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320507","","283.28","1","2811720","552467884","455108","WGS","GENOMIC","RANDOM"
"SRX4104615","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320505","","181.63","1","2119975","413465358","455108","WGS","GENOMIC","RANDOM"
"SRX4104614","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320504","","154.69","1","1674884","331948572","455108","WGS","GENOMIC","RANDOM"
"SRX4104613","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320503","","135.47","1","1466586","293317200","455108","WGS","GENOMIC","RANDOM"
"SRX4104612","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320502","","165.71","1","1801739","361364524","455108","WGS","GENOMIC","RANDOM"
"SRX4104611","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320501","","318.75","1","3510470","690519748","455108","WGS","GENOMIC","RANDOM"
"SRX4104610","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320500","","178.89","1","1919097","378715875","455108","WGS","GENOMIC","RANDOM"
"SRX4104609","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320498","","159.08","1","1760228","352266454","455108","WGS","GENOMIC","RANDOM"
"SRX4104608","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320499","","193.24","1","2257671","450430784","455108","WGS","GENOMIC","RANDOM"
"SRX4104605","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320495","","300.09","1","3254934","650576049","455108","WGS","GENOMIC","RANDOM"
"SRX4104604","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320494","","172.93","1","2103992","421367816","455108","WGS","GENOMIC","RANDOM"
"SRX4104602","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320492","","133.61","1","1455676","289640673","455108","WGS","GENOMIC","RANDOM"
"SRX4104601","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320491","","301.21","1","3351467","672370721","455108","WGS","GENOMIC","RANDOM"
"SRX4104600","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320490","","153.45","1","1747050","343458114","455108","WGS","GENOMIC","RANDOM"
"SRX4104599","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320489","","317.71","1","3717490","743395271","455108","WGS","GENOMIC","RANDOM"
"SRX4104598","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320488","","188.34","1","2016391","395236929","455108","WGS","GENOMIC","RANDOM"
"SRX4104597","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320487","","323.28","1","3629573","721131710","455108","WGS","GENOMIC","RANDOM"
"SRX4104596","","Escherichia albertii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320486","","144.87","1","1595132","318085110","455108","WGS","GENOMIC","RANDOM"
"SRX4104595","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320485","","144.82","1","1697757","332197540","455108","WGS","GENOMIC","RANDOM"
"SRX4104594","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320484","","213.59","1","2383308","476777327","455108","WGS","GENOMIC","RANDOM"
"SRX4104593","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320483","","158.88","1","1799021","358973468","455108","WGS","GENOMIC","RANDOM"
"SRX4104591","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320481","","202.76","1","2274617","442607373","455108","WGS","GENOMIC","RANDOM"
"SRX4104590","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320479","","185.9","1","2002283","395454798","455108","WGS","GENOMIC","RANDOM"
"SRX4104589","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320480","","166.25","1","1797687","359537400","455108","WGS","GENOMIC","RANDOM"
"SRX4104588","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320478","","182.78","1","1846246","367725581","455108","WGS","GENOMIC","RANDOM"
"SRX4104587","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320477","","145.38","1","1542876","305352382","455108","WGS","GENOMIC","RANDOM"
"SRX4104586","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320476","","286.44","1","3150864","611866990","455108","WGS","GENOMIC","RANDOM"
"SRX4104585","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320474","","109.15","1","1386980","278459934","455108","WGS","GENOMIC","RANDOM"
"SRX4104584","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320473","","167.05","1","1939928","387634248","455108","WGS","GENOMIC","RANDOM"
"SRX4104583","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320475","","210.24","1","2263563","454176561","455108","WGS","GENOMIC","RANDOM"
"SRX4104582","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320472","","107.45","1","1171071","234242272","455108","WGS","GENOMIC","RANDOM"
"SRX4104581","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320471","","164.79","1","1880506","374721408","455108","WGS","GENOMIC","RANDOM"
"SRX4104580","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320470","","155.24","1","1691935","336523990","455108","WGS","GENOMIC","RANDOM"
"SRX4104579","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320469","","108.88","1","1257656","250617692","455108","WGS","GENOMIC","RANDOM"
"SRX4104578","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320468","","123.36","1","1485052","287462730","455108","WGS","GENOMIC","RANDOM"
"SRX4104577","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320467","","283.56","1","3179407","634626558","455108","WGS","GENOMIC","RANDOM"
"SRX4104576","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320466","","133.62","1","1622416","320145912","455108","WGS","GENOMIC","RANDOM"
"SRX4104575","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320465","","112.43","1","1136730","227534956","455108","WGS","GENOMIC","RANDOM"
"SRX4104574","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320464","","193.04","1","2176888","432416656","455108","WGS","GENOMIC","RANDOM"
"SRX4104573","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320463","","242.58","1","2819350","554614457","455108","WGS","GENOMIC","RANDOM"
"SRX4104572","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320461","","118.51","1","1432376","260929364","455108","WGS","GENOMIC","RANDOM"
"SRX4104571","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320462","","270.17","1","3241352","637224648","455108","WGS","GENOMIC","RANDOM"
"SRX4104570","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320460","","269.67","1","2984447","592531958","455108","WGS","GENOMIC","RANDOM"
"SRX4104569","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320459","","219.55","1","2524529","504905800","455108","WGS","GENOMIC","RANDOM"
"SRX4104568","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320457","","90.39","1","1019397","199246188","455108","WGS","GENOMIC","RANDOM"
"SRX4104567","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320458","","277.23","1","3074291","604067096","455108","WGS","GENOMIC","RANDOM"
"SRX4104566","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320456","","81.8","1","1045768","207967850","455108","WGS","GENOMIC","RANDOM"
"SRX4104565","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320455","","125.63","1","1349977","270792883","455108","WGS","GENOMIC","RANDOM"
"SRX4104564","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320454","","206.92","1","2408391","480125697","455108","WGS","GENOMIC","RANDOM"
"SRX4104563","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320452","","162.17","1","1836046","368008159","455108","WGS","GENOMIC","RANDOM"
"SRX4104562","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320453","","114.04","1","1366769","273916901","455108","WGS","GENOMIC","RANDOM"
"SRX4104561","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320451","","98.78","1","1239950","243508412","455108","WGS","GENOMIC","RANDOM"
"SRX4104560","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320449","","146.82","1","1749539","332928063","455108","WGS","GENOMIC","RANDOM"
"SRX4104559","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320450","","246.42","1","2705176","536186423","455108","WGS","GENOMIC","RANDOM"
"SRX4104558","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320448","","87.22","1","1148762","230244148","455108","WGS","GENOMIC","RANDOM"
"SRX4104557","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320447","","138.61","1","1601040","320571051","455108","WGS","GENOMIC","RANDOM"
"SRX4104556","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320446","","230.65","1","2322801","465756750","455108","WGS","GENOMIC","RANDOM"
"SRX4104555","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320445","","226.87","1","2664644","505165368","455108","WGS","GENOMIC","RANDOM"
"SRX4104554","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320444","","238.87","1","2746342","542662086","455108","WGS","GENOMIC","RANDOM"
"SRX4104553","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320443","","98.44","1","1282303","240135206","455108","WGS","GENOMIC","RANDOM"
"SRX4104552","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320442","","205.09","1","2240099","448541571","455108","WGS","GENOMIC","RANDOM"
"SRX4104551","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320441","","186.03","1","2055163","410067176","455108","WGS","GENOMIC","RANDOM"
"SRX4104550","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320440","","197.8","1","2501792","462102142","455108","WGS","GENOMIC","RANDOM"
"SRX4104549","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320439","","206.41","1","2211609","432829737","455108","WGS","GENOMIC","RANDOM"
"SRX4104548","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320437","","81.85","1","1053726","207118399","455108","WGS","GENOMIC","RANDOM"
"SRX4104547","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320438","","179.88","1","2215710","417743340","455108","WGS","GENOMIC","RANDOM"
"SRX4104546","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320436","","209.5","1","2342296","465667675","455108","WGS","GENOMIC","RANDOM"
"SRX4104545","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320435","","49.77","1","603325","120412587","455108","WGS","GENOMIC","RANDOM"
"SRX4104544","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320434","","177.12","1","1971265","392131731","455108","WGS","GENOMIC","RANDOM"
"SRX4104543","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320433","","170.59","1","2037772","397033838","455108","WGS","GENOMIC","RANDOM"
"SRX4104542","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320432","","159.86","1","1889526","367342120","455108","WGS","GENOMIC","RANDOM"
"SRX4104541","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320430","","180.24","1","2175038","420407731","455108","WGS","GENOMIC","RANDOM"
"SRX4104540","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320429","","167.54","1","1863433","364997688","455108","WGS","GENOMIC","RANDOM"
"SRX4104539","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320428","","183","1","2077283","374489884","455108","WGS","GENOMIC","RANDOM"
"SRX4104538","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320431","","162.97","1","1870378","354477038","455108","WGS","GENOMIC","RANDOM"
"SRX4104528","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320426","","186.23","1","2203981","426260460","455108","WGS","GENOMIC","RANDOM"
"SRX4104527","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320425","","150.48","1","1650625","330825417","455108","WGS","GENOMIC","RANDOM"
"SRX4104526","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320424","","176.66","1","2079236","393632232","455108","WGS","GENOMIC","RANDOM"
"SRX4104525","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320423","","156.04","1","1845321","369341897","455108","WGS","GENOMIC","RANDOM"
