ID, file_name,cds,trna,hypothetical protein,transposase,pseudogene,conjuga,phage,fimbrial,plasmid,crispr,resistance,virulence,secretion system
esc_pa5068aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR6051889_trimmed.velvet.gff,4790,80,719,59,0,8,303,71,30,11,120,10,60
esc_pa5068aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5068aa_as.fasta.gff,4867,72,724,55,0,8,320,72,30,11,121,12,66
esc_pa5067aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR6051888_trimmed.velvet.gff,5065,87,827,57,0,10,361,69,34,11,118,10,66
esc_pa5067aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5067aa_as.fasta.gff,5089,65,803,56,0,10,361,69,34,11,122,10,65
esc_ja7570aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR5005319_trimmed.velvet.gff,4930,76,847,57,0,62,361,71,45,12,113,9,47
esc_ja7570aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja7570aa_as.fasta.gff,4998,66,810,56,0,61,372,74,46,12,118,10,47
esc_ra2329aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra2329aa_as.fasta.gff,5353,80,829,86,1,8,479,76,33,12,113,10,46
11657_5#66,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#66.gff,5183,78,870,95,0,81,246,65,56,10,130,8,59
esc_ga8986aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga8986aa_as.fasta.gff,4633,70,684,31,0,7,262,66,21,12,122,9,65
esc_ga8986aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR3581429_trimmed.velvet.gff,4631,72,715,30,0,7,270,66,21,12,121,9,62
esc_ga8983aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR3581426_trimmed.velvet.gff,5081,79,939,63,0,39,360,72,51,13,104,15,42
esc_ga8983aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga8983aa_as.fasta.gff,5091,68,840,55,0,36,351,74,53,13,112,15,40
esc_ga8984aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga8984aa_as.fasta.gff,4792,80,711,62,0,49,297,45,45,4,112,8,54
esc_ga8984aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR3581427_trimmed.velvet.gff,4770,75,722,58,0,48,295,45,44,4,110,8,54
esc_ja7567aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR5005313_trimmed.velvet.gff,4982,90,770,61,0,9,390,75,29,11,122,9,61
esc_ja7567aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja7567aa_as.fasta.gff,5015,75,754,57,0,9,405,75,30,11,123,10,66
esc_ra2550aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra2550aa_as.fasta.gff,4648,76,722,66,0,14,235,64,28,4,110,10,51
esc_ga8974aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga8974aa_as.fasta.gff,4770,67,755,67,0,38,297,47,53,15,110,11,56
esc_ga8974aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR3581420_trimmed.velvet.gff,4720,79,767,64,0,35,288,47,54,15,108,11,54
esc_ja7685aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja7685aa_as.fasta.gff,4682,70,694,67,0,18,265,61,39,3,115,8,59
esc_ja7685aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR5005316_trimmed.velvet.gff,4680,87,719,64,0,18,271,58,38,3,116,8,58
esc_sa5883aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7286550_trimmed.velvet.gff,4963,69,820,71,0,57,358,75,39,11,106,8,47
esc_ja4577aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4577aa_as.fasta.gff,4994,71,787,56,0,16,327,69,33,11,120,10,73
esc_ja4577aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4787390_trimmed.velvet.gff,5108,82,1226,59,0,17,320,69,33,9,105,8,65
esc_ja4704aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4704aa_as.fasta.gff,5099,73,786,59,0,9,398,77,32,11,122,10,67
esc_ja4704aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR4787906_trimmed.velvet.gff,5044,89,822,63,0,9,386,74,32,11,122,10,63
esc_ja4702aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4702aa_as.fasta.gff,5012,75,753,61,0,9,403,75,30,11,123,10,66
esc_ja4702aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR4787902_trimmed.velvet.gff,4941,85,811,61,0,9,378,73,31,11,121,9,62
srs1774701,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR4787900_trimmed.velvet.gff,5027,93,819,69,0,10,369,75,34,11,119,9,63
esc_ja4701aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4701aa_as.fasta.gff,5005,67,753,56,0,8,407,75,30,11,122,10,67
esc_ja4701aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR4787901_trimmed.velvet.gff,5006,83,805,63,0,9,405,74,31,11,123,9,65
esc_ha7411aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7411aa_as.fasta.gff,4782,63,751,48,0,24,328,60,20,4,107,8,48
esc_ha7412aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7412aa_as.fasta.gff,4136,65,584,60,0,4,142,44,11,8,105,9,22
esc_ha7413aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7413aa_as.fasta.gff,4600,58,679,63,0,20,212,66,24,3,110,9,49
esc_ha0204aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha0204aa_as.fasta.gff,5047,80,724,68,0,22,394,70,24,11,124,9,65
srs3528832,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7501115_trimmed.velvet.gff,4464,74,678,41,0,38,222,65,24,10,104,10,42
esc_sa4433aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7256809_trimmed.velvet.gff,4898,78,858,57,0,59,305,74,33,11,111,8,46
11657_5#88,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#88.gff,4488,79,667,54,0,37,149,59,28,18,118,8,57
esc_pa5399aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5399aa_as.fasta.gff,5094,74,794,62,0,23,367,74,41,11,121,10,70
esc_pa5399aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR6052769_trimmed.velvet.gff,5069,84,798,65,0,23,356,74,40,11,121,10,70
esc_pa5398aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR6052768_trimmed.velvet.gff,4978,86,789,66,0,21,358,69,35,11,120,10,71
esc_pa5398aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5398aa_as.fasta.gff,5020,81,778,60,0,21,361,69,35,11,123,10,73
esc_pa5397aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5397aa_as.fasta.gff,4986,75,766,65,0,10,358,69,33,11,120,10,65
esc_pa5397aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR6052767_trimmed.velvet.gff,4901,79,824,57,0,9,341,68,32,11,119,10,53
esc_pa5396aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR6052766_trimmed.velvet.gff,4962,88,787,56,0,33,356,67,41,11,116,8,51
esc_pa5396aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5396aa_as.fasta.gff,5027,85,778,57,0,36,354,69,44,11,120,9,59
11657_5#83,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#83.gff,4837,85,727,81,0,5,303,75,16,3,113,9,43
esc_pa5394aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR6052764_trimmed.velvet.gff,4899,77,803,54,0,10,337,72,31,11,118,11,54
esc_pa5394aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5394aa_as.fasta.gff,4962,72,749,59,0,9,348,72,31,11,120,12,65
11657_5#85,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#85.gff,4561,79,688,40,0,38,248,73,29,11,106,10,44
11657_5#84,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#84.gff,4681,71,709,61,0,33,269,59,32,16,114,8,58
esc_pa5392aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5392aa_as.fasta.gff,4973,68,758,52,0,8,360,69,31,11,120,9,64
esc_pa5392aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR6052761_trimmed.velvet.gff,4916,78,877,64,0,9,353,67,31,11,115,9,51
11657_5#86,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#86.gff,4555,81,679,68,0,6,167,57,16,3,111,9,46
esc_pa5219aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR6052048_trimmed.velvet.gff,4978,87,781,62,0,21,343,68,32,11,121,9,69
esc_pa5219aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5219aa_as.fasta.gff,5012,84,785,55,0,21,334,69,33,11,121,10,75
esc_sa3157aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7221093_trimmed.velvet.gff,4627,77,772,91,0,32,225,43,36,4,106,8,32
esc_ca6157aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca6157aa_as.fasta.gff,4404,65,645,47,0,3,122,77,25,5,112,10,36
esc_ba6920aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba6920aa_as.fasta.gff,5043,75,803,82,0,38,348,61,46,3,117,9,37
esc_ca4425aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca4425aa_as.fasta.gff,4719,71,715,64,0,20,249,51,33,3,111,10,47
esc_ba7706aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba7706aa_as.fasta.gff,4896,78,755,80,0,34,303,54,39,3,114,9,40
esc_ba7717aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba7717aa_as.fasta.gff,4870,71,745,87,0,36,293,61,42,3,117,9,32
esc_ba1729aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba1729aa_as.fasta.gff,4784,65,713,66,0,37,311,50,39,3,111,11,40
esc_sa2388aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7191701_trimmed.velvet.gff,4666,86,707,85,0,24,269,49,34,11,110,13,68
esc_ba9834aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba9834aa_as.fasta.gff,4883,69,757,77,0,46,330,54,39,3,114,6,48
esc_aa7866aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_aa7866aa_as.fasta.gff,4900,66,785,74,0,36,307,50,36,3,117,8,40
esc_ca5697aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca5697aa_as.fasta.gff,4743,72,729,55,0,37,279,58,28,22,117,8,56
srs3639058,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7659088_trimmed.velvet.gff,5011,88,988,66,0,9,332,72,31,11,116,9,66
srs3639060,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7659089_trimmed.velvet.gff,4930,86,743,60,0,9,346,72,31,11,123,10,66
esc_ia2222aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia2222aa_as.fasta.gff,5066,72,857,71,0,55,367,46,43,3,120,8,41
srs3639059,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7659087_trimmed.velvet.gff,4944,85,748,60,0,9,358,72,30,11,121,10,67
9803_5#64,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#64.gff,4598,82,676,54,0,37,264,49,30,23,113,7,57
esc_sa1961aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7184306_trimmed.velvet.gff,5028,80,758,60,0,11,451,74,33,11,123,9,54
esc_sa1962aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7184307_trimmed.velvet.gff,5086,86,755,63,0,25,398,79,43,11,123,10,70
9803_5#65,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#65.gff,4117,84,655,48,0,1,182,45,11,5,103,8,13
esc_pa7912aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa7912aa_as.fasta.gff,5110,70,798,58,0,39,387,75,41,11,123,12,69
esc_pa7912aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR6079348_trimmed.velvet.gff,5037,86,782,59,0,39,377,74,41,11,124,11,66
esc_sa1963aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7184309_trimmed.velvet.gff,4891,81,781,83,0,23,273,77,41,11,117,12,50
esc_sa6929aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7401644_trimmed.velvet.gff,5118,78,865,62,0,53,337,74,48,12,111,13,46
esc_sa6928aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7401643_trimmed.velvet.gff,5084,69,742,72,0,8,450,69,29,11,112,11,65
esc_sa6927aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7401642_trimmed.velvet.gff,4951,86,742,60,0,10,354,72,32,11,120,12,69
9803_5#60,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#60.gff,4207,85,642,60,0,8,147,46,16,4,104,10,13
esc_sa6934aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7401649_trimmed.velvet.gff,4998,81,745,62,0,9,407,76,30,11,122,10,68
esc_sa6933aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7401648_trimmed.velvet.gff,4938,82,741,57,0,9,363,77,32,11,121,10,65
9803_5#61,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#61.gff,4511,83,735,54,0,16,212,62,25,14,111,7,25
11658_4#78,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#78.gff,4804,75,734,68,0,51,267,68,45,11,114,10,64
11658_4#79,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#79.gff,4737,82,738,78,0,38,181,72,27,2,115,8,48
9803_5#62,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#62.gff,4144,82,658,56,0,7,109,50,22,5,107,11,25
esc_ja8748aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR5023872_trimmed.velvet.gff,5019,90,816,61,0,12,380,69,35,11,117,10,67
esc_ja8748aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja8748aa_as.fasta.gff,5041,69,780,60,0,10,385,69,33,11,121,10,66
38187_d01,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/38187_D01_contigs_pacbio.fa.gff,4848,93,720,69,0,3,172,73,13,3,119,8,49
11658_3#75,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_3#75.gff,4692,81,723,67,0,38,223,62,34,3,109,7,49
11658_3#74,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11658_3#74.gff,4749,75,709,83,0,7,286,54,30,3,110,9,39
11658_3#74,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_3#74.gff,4749,75,709,83,0,7,286,54,30,3,110,9,39
esc_ja3931aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja3931aa_as.fasta.gff,4990,63,754,62,0,10,345,75,32,11,129,11,67
esc_ja3931aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR4897434_trimmed.velvet.gff,4994,81,839,64,0,9,333,71,30,11,124,11,68
esc_ca1473aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca1473aa_as.fasta.gff,5333,77,863,96,1,62,446,76,50,11,121,9,56
11679_8#39,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#39.gff,4664,74,712,68,0,34,190,68,24,2,112,8,48
11679_8#38,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#38.gff,4616,81,694,75,0,7,182,75,16,2,111,8,47
11679_8#33,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#33.gff,4738,79,724,53,0,49,272,78,34,11,114,11,66
11679_8#32,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#32.gff,4975,84,753,66,0,25,368,66,43,3,115,7,60
11679_8#31,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#31.gff,4700,79,713,54,0,49,312,54,41,24,115,12,65
11679_8#30,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#30.gff,4762,79,733,62,0,7,289,80,18,4,111,8,44
11679_8#37,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#37.gff,4790,72,746,54,0,36,303,58,30,23,118,8,56
11679_8#36,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#36.gff,4866,78,716,63,0,45,342,68,34,12,115,7,69
11679_8#35,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#35.gff,4867,71,716,65,0,46,343,67,33,12,115,7,69
11679_8#34,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#34.gff,4716,74,679,51,0,13,274,78,27,4,110,12,38
esc_pa2001aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa2001aa_as.fasta.gff,4521,83,674,28,0,3,248,65,21,12,110,10,62
esc_qa2084aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_qa2084aa_as.fasta.gff,5172,90,839,61,0,26,403,79,37,11,125,12,70
esc_qa2083aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_qa2083aa_as.fasta.gff,5069,74,767,57,0,21,452,75,33,11,124,10,65
esc_ja3982aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR4897565_trimmed.velvet.gff,4974,86,793,61,0,8,389,74,30,11,122,10,65
esc_ja3982aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja3982aa_as.fasta.gff,5009,71,758,57,0,9,402,75,30,11,126,10,65
esc_qa2175aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_qa2175aa_as.fasta.gff,5124,79,857,62,0,70,377,75,49,12,116,11,49
esc_na8712aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_na8712aa_as.fasta.gff,5158,76,774,72,0,19,468,69,37,11,108,11,69
esc_ia1141aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia1141aa_as.fasta.gff,4980,68,756,57,0,9,341,75,31,11,127,11,65
esc_ia1141aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR4177002_trimmed.velvet.gff,4906,82,745,61,0,10,337,74,32,11,121,11,62
8205_3#48,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#48.gff,4632,89,684,84,0,13,266,48,31,3,118,8,52
esc_sa4031aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7244310_trimmed.velvet.gff,5090,79,774,66,0,26,344,75,42,11,128,11,69
esc_sa4037aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7244317_trimmed.velvet.gff,5065,83,835,67,0,57,311,74,48,11,112,10,44
esc_sa4036aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7244314_trimmed.velvet.gff,4446,82,685,50,0,59,168,63,37,10,100,9,43
esc_ga0131aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga0131aa_as.fasta.gff,5288,76,806,128,0,7,480,69,30,11,126,10,65
8205_3#41,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#41.gff,4900,83,735,85,0,114,271,63,56,12,113,9,87
8205_3#45,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#45.gff,4636,83,704,77,0,75,226,69,42,3,112,10,55
8205_3#47,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#47.gff,4957,79,766,59,0,43,382,80,42,11,117,15,64
esc_ca3340aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca3340aa_as.fasta.gff,4757,63,728,41,0,36,317,56,27,3,113,9,40
esc_ia2231aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia2231aa_as.fasta.gff,4852,72,770,58,0,25,317,68,19,11,115,11,50
esc_ca5577aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca5577aa_as.fasta.gff,4671,72,694,67,0,9,251,78,23,11,111,9,47
esc_ja4079aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR4897749_trimmed.velvet.gff,5218,78,925,71,0,45,449,75,41,11,122,10,66
esc_ja4079aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4079aa_as.fasta.gff,5177,71,819,52,0,43,442,76,44,11,123,10,67
esc_ha8688aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha8688aa_as.fasta.gff,5086,56,811,53,0,81,354,76,61,11,117,10,52
esc_ha8689aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha8689aa_as.fasta.gff,4653,61,705,42,0,16,272,81,37,12,112,10,45
esc_ha8687aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha8687aa_as.fasta.gff,4593,59,708,41,0,16,212,81,36,12,113,10,45
41236_e01,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/41236_E01_contigs_pacbio.fa.gff,4697,87,703,92,0,61,276,67,29,13,118,11,40
esc_sa5881aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR7286548_trimmed.velvet.gff,4989,84,749,61,0,10,375,74,32,11,124,10,60
esc_ja4072aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4072aa_as.fasta.gff,4807,65,726,70,0,38,317,69,37,12,116,9,69
esc_ja4072aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR4897740_trimmed.velvet.gff,4817,75,790,70,0,38,319,68,38,12,113,9,64
esc_ja4074aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4074aa_as.fasta.gff,5060,77,782,60,0,23,350,69,41,11,122,10,71
